Silhouette Studio Level Testing Document,,,,,,4.2.233,
Level,Win,Mac,Task,Notes,Ticket No.,Win,Mac
3,"=IFS(INDIRECT(""Setup!B883"")=True,""Pass"",INDIRECT(""Setup!C883"")=True,""Fail"",INDIRECT(""Setup!D883"")=True,""N/A"",INDIRECT(""Setup!E883"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F883"")=True,""Pass"",INDIRECT(""Setup!G883"")=True,""Fail"",INDIRECT(""Setup!H883"")=True,""N/A"",INDIRECT(""Setup!I883"")=True,""Retest"")",Hide layer,,,,
3,"=IFS(INDIRECT(""Setup!B884"")=True,""Pass"",INDIRECT(""Setup!C884"")=True,""Fail"",INDIRECT(""Setup!D884"")=True,""N/A"",INDIRECT(""Setup!E884"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F884"")=True,""Pass"",INDIRECT(""Setup!G884"")=True,""Fail"",INDIRECT(""Setup!H884"")=True,""N/A"",INDIRECT(""Setup!I884"")=True,""Retest"")",Delete layer,,,,
3,"=IFS(INDIRECT(""Setup!B885"")=True,""Pass"",INDIRECT(""Setup!C885"")=True,""Fail"",INDIRECT(""Setup!D885"")=True,""N/A"",INDIRECT(""Setup!E885"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F885"")=True,""Pass"",INDIRECT(""Setup!G885"")=True,""Fail"",INDIRECT(""Setup!H885"")=True,""N/A"",INDIRECT(""Setup!I885"")=True,""Retest"")",Cut by Layer,,,,
,Puzzle,,,,,,
3,"=IFS(INDIRECT(""Setup!B887"")=True,""Pass"",INDIRECT(""Setup!C887"")=True,""Fail"",INDIRECT(""Setup!D887"")=True,""N/A"",INDIRECT(""Setup!E887"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F887"")=True,""Pass"",INDIRECT(""Setup!G887"")=True,""Fail"",INDIRECT(""Setup!H887"")=True,""N/A"",INDIRECT(""Setup!I887"")=True,""Retest"")",Select Puzzle Area,,,,
3,"=IFS(INDIRECT(""Setup!B888"")=True,""Pass"",INDIRECT(""Setup!C888"")=True,""Fail"",INDIRECT(""Setup!D888"")=True,""N/A"",INDIRECT(""Setup!E888"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F888"")=True,""Pass"",INDIRECT(""Setup!G888"")=True,""Fail"",INDIRECT(""Setup!H888"")=True,""N/A"",INDIRECT(""Setup!I888"")=True,""Retest"")",Puzzle Selected Shape,,,,
,Puzzle Layout,,,,,,
3,"=IFS(INDIRECT(""Setup!B890"")=True,""Pass"",INDIRECT(""Setup!C890"")=True,""Fail"",INDIRECT(""Setup!D890"")=True,""N/A"",INDIRECT(""Setup!E890"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F890"")=True,""Pass"",INDIRECT(""Setup!G890"")=True,""Fail"",INDIRECT(""Setup!H890"")=True,""N/A"",INDIRECT(""Setup!I890"")=True,""Retest"")",Rows (3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B891"")=True,""Pass"",INDIRECT(""Setup!C891"")=True,""Fail"",INDIRECT(""Setup!D891"")=True,""N/A"",INDIRECT(""Setup!E891"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F891"")=True,""Pass"",INDIRECT(""Setup!G891"")=True,""Fail"",INDIRECT(""Setup!H891"")=True,""N/A"",INDIRECT(""Setup!I891"")=True,""Retest"")",Columns (3 inputs),,,,
,Puzzle Settings,,,,,,
3,"=IFS(INDIRECT(""Setup!B893"")=True,""Pass"",INDIRECT(""Setup!C893"")=True,""Fail"",INDIRECT(""Setup!D893"")=True,""N/A"",INDIRECT(""Setup!E893"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F893"")=True,""Pass"",INDIRECT(""Setup!G893"")=True,""Fail"",INDIRECT(""Setup!H893"")=True,""N/A"",INDIRECT(""Setup!I893"")=True,""Retest"")",Curvature,,,,
3,"=IFS(INDIRECT(""Setup!B894"")=True,""Pass"",INDIRECT(""Setup!C894"")=True,""Fail"",INDIRECT(""Setup!D894"")=True,""N/A"",INDIRECT(""Setup!E894"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F894"")=True,""Pass"",INDIRECT(""Setup!G894"")=True,""Fail"",INDIRECT(""Setup!H894"")=True,""N/A"",INDIRECT(""Setup!I894"")=True,""Retest"")",Curve (3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B895"")=True,""Pass"",INDIRECT(""Setup!C895"")=True,""Fail"",INDIRECT(""Setup!D895"")=True,""N/A"",INDIRECT(""Setup!E895"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F895"")=True,""Pass"",INDIRECT(""Setup!G895"")=True,""Fail"",INDIRECT(""Setup!H895"")=True,""N/A"",INDIRECT(""Setup!I895"")=True,""Retest"")",Ripple (3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B896"")=True,""Pass"",INDIRECT(""Setup!C896"")=True,""Fail"",INDIRECT(""Setup!D896"")=True,""N/A"",INDIRECT(""Setup!E896"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F896"")=True,""Pass"",INDIRECT(""Setup!G896"")=True,""Fail"",INDIRECT(""Setup!H896"")=True,""N/A"",INDIRECT(""Setup!I896"")=True,""Retest"")",Wobble (3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B897"")=True,""Pass"",INDIRECT(""Setup!C897"")=True,""Fail"",INDIRECT(""Setup!D897"")=True,""N/A"",INDIRECT(""Setup!E897"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F897"")=True,""Pass"",INDIRECT(""Setup!G897"")=True,""Fail"",INDIRECT(""Setup!H897"")=True,""N/A"",INDIRECT(""Setup!I897"")=True,""Retest"")",Randomize Selected Puzzle,,,,
,Warp,,,,,,
,General Warp,,,,,,
3,"=IFS(INDIRECT(""Setup!B900"")=True,""Pass"",INDIRECT(""Setup!C900"")=True,""Fail"",INDIRECT(""Setup!D900"")=True,""N/A"",INDIRECT(""Setup!E900"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F900"")=True,""Pass"",INDIRECT(""Setup!G900"")=True,""Fail"",INDIRECT(""Setup!H900"")=True,""N/A"",INDIRECT(""Setup!I900"")=True,""Retest"")",Warp Selected Shapes,Designer Edition feature.,,,
3,"=IFS(INDIRECT(""Setup!B901"")=True,""Pass"",INDIRECT(""Setup!C901"")=True,""Fail"",INDIRECT(""Setup!D901"")=True,""N/A"",INDIRECT(""Setup!E901"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F901"")=True,""Pass"",INDIRECT(""Setup!G901"")=True,""Fail"",INDIRECT(""Setup!H901"")=True,""N/A"",INDIRECT(""Setup!I901"")=True,""Retest"")",Restore Original Shapes,Designer Edition feature.,,,
3,"=IFS(INDIRECT(""Setup!B902"")=True,""Pass"",INDIRECT(""Setup!C902"")=True,""Fail"",INDIRECT(""Setup!D902"")=True,""N/A"",INDIRECT(""Setup!E902"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F902"")=True,""Pass"",INDIRECT(""Setup!G902"")=True,""Fail"",INDIRECT(""Setup!H902"")=True,""N/A"",INDIRECT(""Setup!I902"")=True,""Retest"")",Release Warp,Designer Edition feature.,,,
3,"=IFS(INDIRECT(""Setup!B903"")=True,""Pass"",INDIRECT(""Setup!C903"")=True,""Fail"",INDIRECT(""Setup!D903"")=True,""N/A"",INDIRECT(""Setup!E903"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F903"")=True,""Pass"",INDIRECT(""Setup!G903"")=True,""Fail"",INDIRECT(""Setup!H903"")=True,""N/A"",INDIRECT(""Setup!I903"")=True,""Retest"")",Release the warp of a raster image,Designer Edition feature.,,,
3,"=IFS(INDIRECT(""Setup!B904"")=True,""Pass"",INDIRECT(""Setup!C904"")=True,""Fail"",INDIRECT(""Setup!D904"")=True,""N/A"",INDIRECT(""Setup!E904"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F904"")=True,""Pass"",INDIRECT(""Setup!G904"")=True,""Fail"",INDIRECT(""Setup!H904"")=True,""N/A"",INDIRECT(""Setup!I904"")=True,""Retest"")",Divisions (3 inputs),Designer Edition feature.,,,
3,"=IFS(INDIRECT(""Setup!B905"")=True,""Pass"",INDIRECT(""Setup!C905"")=True,""Fail"",INDIRECT(""Setup!D905"")=True,""N/A"",INDIRECT(""Setup!E905"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F905"")=True,""Pass"",INDIRECT(""Setup!G905"")=True,""Fail"",INDIRECT(""Setup!H905"")=True,""N/A"",INDIRECT(""Setup!I905"")=True,""Retest"")",Columns (3 inputs),Designer Edition feature.,,,
3,"=IFS(INDIRECT(""Setup!B906"")=True,""Pass"",INDIRECT(""Setup!C906"")=True,""Fail"",INDIRECT(""Setup!D906"")=True,""N/A"",INDIRECT(""Setup!E906"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F906"")=True,""Pass"",INDIRECT(""Setup!G906"")=True,""Fail"",INDIRECT(""Setup!H906"")=True,""N/A"",INDIRECT(""Setup!I906"")=True,""Retest"")",Rows (3 inputs),Designer Edition feature.,,,
,Warp Templates,,,,,,
3,"=IFS(INDIRECT(""Setup!B908"")=True,""Pass"",INDIRECT(""Setup!C908"")=True,""Fail"",INDIRECT(""Setup!D908"")=True,""N/A"",INDIRECT(""Setup!E908"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F908"")=True,""Pass"",INDIRECT(""Setup!G908"")=True,""Fail"",INDIRECT(""Setup!H908"")=True,""N/A"",INDIRECT(""Setup!I908"")=True,""Retest"")",Apply Warp Templates (All templates),Designer Edition feature.,,,
3,"=IFS(INDIRECT(""Setup!B909"")=True,""Pass"",INDIRECT(""Setup!C909"")=True,""Fail"",INDIRECT(""Setup!D909"")=True,""N/A"",INDIRECT(""Setup!E909"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F909"")=True,""Pass"",INDIRECT(""Setup!G909"")=True,""Fail"",INDIRECT(""Setup!H909"")=True,""N/A"",INDIRECT(""Setup!I909"")=True,""Retest"")",Restore Original Shapes,,,,
3,"=IFS(INDIRECT(""Setup!B910"")=True,""Pass"",INDIRECT(""Setup!C910"")=True,""Fail"",INDIRECT(""Setup!D910"")=True,""N/A"",INDIRECT(""Setup!E910"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F910"")=True,""Pass"",INDIRECT(""Setup!G910"")=True,""Fail"",INDIRECT(""Setup!H910"")=True,""N/A"",INDIRECT(""Setup!I910"")=True,""Retest"")",Release Warp,,,,
,Conical Warp,,,,,,
3,"=IFS(INDIRECT(""Setup!B912"")=True,""Pass"",INDIRECT(""Setup!C912"")=True,""Fail"",INDIRECT(""Setup!D912"")=True,""N/A"",INDIRECT(""Setup!E912"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F912"")=True,""Pass"",INDIRECT(""Setup!G912"")=True,""Fail"",INDIRECT(""Setup!H912"")=True,""N/A"",INDIRECT(""Setup!I912"")=True,""Retest"")",Conical Warp Selected Shape,Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B913"")=True,""Pass"",INDIRECT(""Setup!C913"")=True,""Fail"",INDIRECT(""Setup!D913"")=True,""N/A"",INDIRECT(""Setup!E913"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F913"")=True,""Pass"",INDIRECT(""Setup!G913"")=True,""Fail"",INDIRECT(""Setup!H913"")=True,""N/A"",INDIRECT(""Setup!I913"")=True,""Retest"")",Warp Top width (3 inputs),Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B914"")=True,""Pass"",INDIRECT(""Setup!C914"")=True,""Fail"",INDIRECT(""Setup!D914"")=True,""N/A"",INDIRECT(""Setup!E914"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F914"")=True,""Pass"",INDIRECT(""Setup!G914"")=True,""Fail"",INDIRECT(""Setup!H914"")=True,""N/A"",INDIRECT(""Setup!I914"")=True,""Retest"")",Warp Bottom width (3 inputs),Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B915"")=True,""Pass"",INDIRECT(""Setup!C915"")=True,""Fail"",INDIRECT(""Setup!D915"")=True,""N/A"",INDIRECT(""Setup!E915"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F915"")=True,""Pass"",INDIRECT(""Setup!G915"")=True,""Fail"",INDIRECT(""Setup!H915"")=True,""N/A"",INDIRECT(""Setup!I915"")=True,""Retest"")",Warp height (3 inputs),Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B916"")=True,""Pass"",INDIRECT(""Setup!C916"")=True,""Fail"",INDIRECT(""Setup!D916"")=True,""N/A"",INDIRECT(""Setup!E916"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F916"")=True,""Pass"",INDIRECT(""Setup!G916"")=True,""Fail"",INDIRECT(""Setup!H916"")=True,""N/A"",INDIRECT(""Setup!I916"")=True,""Retest"")",Object width (3 inputs),Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B917"")=True,""Pass"",INDIRECT(""Setup!C917"")=True,""Fail"",INDIRECT(""Setup!D917"")=True,""N/A"",INDIRECT(""Setup!E917"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F917"")=True,""Pass"",INDIRECT(""Setup!G917"")=True,""Fail"",INDIRECT(""Setup!H917"")=True,""N/A"",INDIRECT(""Setup!I917"")=True,""Retest"")",Object height (3 inputs),Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B918"")=True,""Pass"",INDIRECT(""Setup!C918"")=True,""Fail"",INDIRECT(""Setup!D918"")=True,""N/A"",INDIRECT(""Setup!E918"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F918"")=True,""Pass"",INDIRECT(""Setup!G918"")=True,""Fail"",INDIRECT(""Setup!H918"")=True,""N/A"",INDIRECT(""Setup!I918"")=True,""Retest"")",Cancel Warp,Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B919"")=True,""Pass"",INDIRECT(""Setup!C919"")=True,""Fail"",INDIRECT(""Setup!D919"")=True,""N/A"",INDIRECT(""Setup!E919"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F919"")=True,""Pass"",INDIRECT(""Setup!G919"")=True,""Fail"",INDIRECT(""Setup!H919"")=True,""N/A"",INDIRECT(""Setup!I919"")=True,""Retest"")",Apply Warp,Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B920"")=True,""Pass"",INDIRECT(""Setup!C920"")=True,""Fail"",INDIRECT(""Setup!D920"")=True,""N/A"",INDIRECT(""Setup!E920"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F920"")=True,""Pass"",INDIRECT(""Setup!G920"")=True,""Fail"",INDIRECT(""Setup!H920"")=True,""N/A"",INDIRECT(""Setup!I920"")=True,""Retest"")",Apply Warp to raster image,Designer Edition Plus feature.,,,
3,"=IFS(INDIRECT(""Setup!B921"")=True,""Pass"",INDIRECT(""Setup!C921"")=True,""Fail"",INDIRECT(""Setup!D921"")=True,""N/A"",INDIRECT(""Setup!E921"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F921"")=True,""Pass"",INDIRECT(""Setup!G921"")=True,""Fail"",INDIRECT(""Setup!H921"")=True,""N/A"",INDIRECT(""Setup!I921"")=True,""Retest"")",Move ALL nodes in the preview,Designer Edition Plus feature.,,,
,Business Edition Features,,,,,,
,Business Settings,,,,,,
3,"=IFS(INDIRECT(""Setup!B924"")=True,""Pass"",INDIRECT(""Setup!C924"")=True,""Fail"",INDIRECT(""Setup!D924"")=True,""N/A"",INDIRECT(""Setup!E924"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F924"")=True,""Pass"",INDIRECT(""Setup!G924"")=True,""Fail"",INDIRECT(""Setup!H924"")=True,""N/A"",INDIRECT(""Setup!I924"")=True,""Retest"")",Media Layout view On / Off,Reg Marks must be turned off.,,,
,Media Layout Settings,,,,,,
,Media Size,,,,,,
3,"=IFS(INDIRECT(""Setup!B927"")=True,""Pass"",INDIRECT(""Setup!C927"")=True,""Fail"",INDIRECT(""Setup!D927"")=True,""N/A"",INDIRECT(""Setup!E927"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F927"")=True,""Pass"",INDIRECT(""Setup!G927"")=True,""Fail"",INDIRECT(""Setup!H927"")=True,""N/A"",INDIRECT(""Setup!I927"")=True,""Retest"")",Width,,,,
3,"=IFS(INDIRECT(""Setup!B928"")=True,""Pass"",INDIRECT(""Setup!C928"")=True,""Fail"",INDIRECT(""Setup!D928"")=True,""N/A"",INDIRECT(""Setup!E928"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F928"")=True,""Pass"",INDIRECT(""Setup!G928"")=True,""Fail"",INDIRECT(""Setup!H928"")=True,""N/A"",INDIRECT(""Setup!I928"")=True,""Retest"")",Height,,,,
3,"=IFS(INDIRECT(""Setup!B929"")=True,""Pass"",INDIRECT(""Setup!C929"")=True,""Fail"",INDIRECT(""Setup!D929"")=True,""N/A"",INDIRECT(""Setup!E929"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F929"")=True,""Pass"",INDIRECT(""Setup!G929"")=True,""Fail"",INDIRECT(""Setup!H929"")=True,""N/A"",INDIRECT(""Setup!I929"")=True,""Retest"")",Preset Page Size,Test all sizes,,,
,Cutting Mat,,,,,,
3,"=IFS(INDIRECT(""Setup!B931"")=True,""Pass"",INDIRECT(""Setup!C931"")=True,""Fail"",INDIRECT(""Setup!D931"")=True,""N/A"",INDIRECT(""Setup!E931"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F931"")=True,""Pass"",INDIRECT(""Setup!G931"")=True,""Fail"",INDIRECT(""Setup!H931"")=True,""N/A"",INDIRECT(""Setup!I931"")=True,""Retest"")",Cutting Mat,Test all mats,,,
3,"=IFS(INDIRECT(""Setup!B932"")=True,""Pass"",INDIRECT(""Setup!C932"")=True,""Fail"",INDIRECT(""Setup!D932"")=True,""N/A"",INDIRECT(""Setup!E932"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F932"")=True,""Pass"",INDIRECT(""Setup!G932"")=True,""Fail"",INDIRECT(""Setup!H932"")=True,""N/A"",INDIRECT(""Setup!I932"")=True,""Retest"")",Reveal,,,,
,Cut Border,,,,,,
3,"=IFS(INDIRECT(""Setup!B934"")=True,""Pass"",INDIRECT(""Setup!C934"")=True,""Fail"",INDIRECT(""Setup!D934"")=True,""N/A"",INDIRECT(""Setup!E934"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F934"")=True,""Pass"",INDIRECT(""Setup!G934"")=True,""Fail"",INDIRECT(""Setup!H934"")=True,""N/A"",INDIRECT(""Setup!I934"")=True,""Retest"")",Cut Border Left,,,,
3,"=IFS(INDIRECT(""Setup!B935"")=True,""Pass"",INDIRECT(""Setup!C935"")=True,""Fail"",INDIRECT(""Setup!D935"")=True,""N/A"",INDIRECT(""Setup!E935"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F935"")=True,""Pass"",INDIRECT(""Setup!G935"")=True,""Fail"",INDIRECT(""Setup!H935"")=True,""N/A"",INDIRECT(""Setup!I935"")=True,""Retest"")",Cut Border Top,,,,
3,"=IFS(INDIRECT(""Setup!B936"")=True,""Pass"",INDIRECT(""Setup!C936"")=True,""Fail"",INDIRECT(""Setup!D936"")=True,""N/A"",INDIRECT(""Setup!E936"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F936"")=True,""Pass"",INDIRECT(""Setup!G936"")=True,""Fail"",INDIRECT(""Setup!H936"")=True,""N/A"",INDIRECT(""Setup!I936"")=True,""Retest"")",Cut Border Right,,,,
3,"=IFS(INDIRECT(""Setup!B937"")=True,""Pass"",INDIRECT(""Setup!C937"")=True,""Fail"",INDIRECT(""Setup!D937"")=True,""N/A"",INDIRECT(""Setup!E937"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F937"")=True,""Pass"",INDIRECT(""Setup!G937"")=True,""Fail"",INDIRECT(""Setup!H937"")=True,""N/A"",INDIRECT(""Setup!I937"")=True,""Retest"")",Cut Border Bottom,,,,
,Orientation,,,,,,
3,"=IFS(INDIRECT(""Setup!B939"")=True,""Pass"",INDIRECT(""Setup!C939"")=True,""Fail"",INDIRECT(""Setup!D939"")=True,""N/A"",INDIRECT(""Setup!E939"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F939"")=True,""Pass"",INDIRECT(""Setup!G939"")=True,""Fail"",INDIRECT(""Setup!H939"")=True,""N/A"",INDIRECT(""Setup!I939"")=True,""Retest"")",Rotate Cut Job,,,,
,Copies,,,,,,
,Copy,,,,,,
3,"=IFS(INDIRECT(""Setup!B942"")=True,""Pass"",INDIRECT(""Setup!C942"")=True,""Fail"",INDIRECT(""Setup!D942"")=True,""N/A"",INDIRECT(""Setup!E942"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F942"")=True,""Pass"",INDIRECT(""Setup!G942"")=True,""Fail"",INDIRECT(""Setup!H942"")=True,""N/A"",INDIRECT(""Setup!I942"")=True,""Retest"")",Rows,,,,
3,"=IFS(INDIRECT(""Setup!B943"")=True,""Pass"",INDIRECT(""Setup!C943"")=True,""Fail"",INDIRECT(""Setup!D943"")=True,""N/A"",INDIRECT(""Setup!E943"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F943"")=True,""Pass"",INDIRECT(""Setup!G943"")=True,""Fail"",INDIRECT(""Setup!H943"")=True,""N/A"",INDIRECT(""Setup!I943"")=True,""Retest"")",Columns,,,,
3,"=IFS(INDIRECT(""Setup!B944"")=True,""Pass"",INDIRECT(""Setup!C944"")=True,""Fail"",INDIRECT(""Setup!D944"")=True,""N/A"",INDIRECT(""Setup!E944"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F944"")=True,""Pass"",INDIRECT(""Setup!G944"")=True,""Fail"",INDIRECT(""Setup!H944"")=True,""N/A"",INDIRECT(""Setup!I944"")=True,""Retest"")",Limit to Media,,,,
,Separation,,,,,,
3,"=IFS(INDIRECT(""Setup!B946"")=True,""Pass"",INDIRECT(""Setup!C946"")=True,""Fail"",INDIRECT(""Setup!D946"")=True,""N/A"",INDIRECT(""Setup!E946"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F946"")=True,""Pass"",INDIRECT(""Setup!G946"")=True,""Fail"",INDIRECT(""Setup!H946"")=True,""N/A"",INDIRECT(""Setup!I946"")=True,""Retest"")",Horizontal,,,,
3,"=IFS(INDIRECT(""Setup!B947"")=True,""Pass"",INDIRECT(""Setup!C947"")=True,""Fail"",INDIRECT(""Setup!D947"")=True,""N/A"",INDIRECT(""Setup!E947"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F947"")=True,""Pass"",INDIRECT(""Setup!G947"")=True,""Fail"",INDIRECT(""Setup!H947"")=True,""N/A"",INDIRECT(""Setup!I947"")=True,""Retest"")",Vertical,,,,
,Advanced Nesting,,,,,,
3,"=IFS(INDIRECT(""Setup!B949"")=True,""Pass"",INDIRECT(""Setup!C949"")=True,""Fail"",INDIRECT(""Setup!D949"")=True,""N/A"",INDIRECT(""Setup!E949"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F949"")=True,""Pass"",INDIRECT(""Setup!G949"")=True,""Fail"",INDIRECT(""Setup!H949"")=True,""N/A"",INDIRECT(""Setup!I949"")=True,""Retest"")",Nesting active,,,,
,Options,,,,,,
3,"=IFS(INDIRECT(""Setup!B951"")=True,""Pass"",INDIRECT(""Setup!C951"")=True,""Fail"",INDIRECT(""Setup!D951"")=True,""N/A"",INDIRECT(""Setup!E951"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F951"")=True,""Pass"",INDIRECT(""Setup!G951"")=True,""Fail"",INDIRECT(""Setup!H951"")=True,""N/A"",INDIRECT(""Setup!I951"")=True,""Retest"")",Interlock,,,,
3,"=IFS(INDIRECT(""Setup!B952"")=True,""Pass"",INDIRECT(""Setup!C952"")=True,""Fail"",INDIRECT(""Setup!D952"")=True,""N/A"",INDIRECT(""Setup!E952"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F952"")=True,""Pass"",INDIRECT(""Setup!G952"")=True,""Fail"",INDIRECT(""Setup!H952"")=True,""N/A"",INDIRECT(""Setup!I952"")=True,""Retest"")",Maintain Grain,,,,
3,"=IFS(INDIRECT(""Setup!B953"")=True,""Pass"",INDIRECT(""Setup!C953"")=True,""Fail"",INDIRECT(""Setup!D953"")=True,""N/A"",INDIRECT(""Setup!E953"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F953"")=True,""Pass"",INDIRECT(""Setup!G953"")=True,""Fail"",INDIRECT(""Setup!H953"")=True,""N/A"",INDIRECT(""Setup!I953"")=True,""Retest"")",Align,,,,
3,"=IFS(INDIRECT(""Setup!B954"")=True,""Pass"",INDIRECT(""Setup!C954"")=True,""Fail"",INDIRECT(""Setup!D954"")=True,""N/A"",INDIRECT(""Setup!E954"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F954"")=True,""Pass"",INDIRECT(""Setup!G954"")=True,""Fail"",INDIRECT(""Setup!H954"")=True,""N/A"",INDIRECT(""Setup!I954"")=True,""Retest"")",Whole Words,,,,
3,"=IFS(INDIRECT(""Setup!B955"")=True,""Pass"",INDIRECT(""Setup!C955"")=True,""Fail"",INDIRECT(""Setup!D955"")=True,""N/A"",INDIRECT(""Setup!E955"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F955"")=True,""Pass"",INDIRECT(""Setup!G955"")=True,""Fail"",INDIRECT(""Setup!H955"")=True,""N/A"",INDIRECT(""Setup!I955"")=True,""Retest"")",Maintain Groups,,,,
,Parameters,,,,,,
3,"=IFS(INDIRECT(""Setup!B957"")=True,""Pass"",INDIRECT(""Setup!C957"")=True,""Fail"",INDIRECT(""Setup!D957"")=True,""N/A"",INDIRECT(""Setup!E957"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F957"")=True,""Pass"",INDIRECT(""Setup!G957"")=True,""Fail"",INDIRECT(""Setup!H957"")=True,""N/A"",INDIRECT(""Setup!I957"")=True,""Retest"")",Rotations,,,,
3,"=IFS(INDIRECT(""Setup!B958"")=True,""Pass"",INDIRECT(""Setup!C958"")=True,""Fail"",INDIRECT(""Setup!D958"")=True,""N/A"",INDIRECT(""Setup!E958"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F958"")=True,""Pass"",INDIRECT(""Setup!G958"")=True,""Fail"",INDIRECT(""Setup!H958"")=True,""N/A"",INDIRECT(""Setup!I958"")=True,""Retest"")",Padding,,,,
,Tiling,,,,,,
3,"=IFS(INDIRECT(""Setup!B960"")=True,""Pass"",INDIRECT(""Setup!C960"")=True,""Fail"",INDIRECT(""Setup!D960"")=True,""N/A"",INDIRECT(""Setup!E960"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F960"")=True,""Pass"",INDIRECT(""Setup!G960"")=True,""Fail"",INDIRECT(""Setup!H960"")=True,""N/A"",INDIRECT(""Setup!I960"")=True,""Retest"")",Tiling Active,,,,
,Configure Position and Size,,,,,,
3,"=IFS(INDIRECT(""Setup!B962"")=True,""Pass"",INDIRECT(""Setup!C962"")=True,""Fail"",INDIRECT(""Setup!D962"")=True,""N/A"",INDIRECT(""Setup!E962"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F962"")=True,""Pass"",INDIRECT(""Setup!G962"")=True,""Fail"",INDIRECT(""Setup!H962"")=True,""N/A"",INDIRECT(""Setup!I962"")=True,""Retest"")",Relative to Job,,,,
3,"=IFS(INDIRECT(""Setup!B963"")=True,""Pass"",INDIRECT(""Setup!C963"")=True,""Fail"",INDIRECT(""Setup!D963"")=True,""N/A"",INDIRECT(""Setup!E963"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F963"")=True,""Pass"",INDIRECT(""Setup!G963"")=True,""Fail"",INDIRECT(""Setup!H963"")=True,""N/A"",INDIRECT(""Setup!I963"")=True,""Retest"")",Relative to Media,,,,
